DATE,LOAD
2021-06-08 06:15:00,0.0
2021-06-08 06:30:00,0.0
2021-06-08 06:45:00,0.0
2021-06-08 07:00:00,0.0
2021-06-08 07:15:00,0.0
2021-06-08 07:30:00,0.0
2021-06-08 07:45:00,0.0
2021-06-08 08:00:00,507.54
2021-06-08 08:15:00,654.47
2021-06-08 08:30:00,654.47
2021-06-08 08:45:00,654.47
2021-06-08 09:00:00,637.31
2021-06-08 09:15:00,626.38
2021-06-08 09:30:00,617.63
2021-06-08 09:45:00,617.63
2021-06-08 10:00:00,594.71
2021-06-08 10:15:00,583.76
2021-06-08 10:30:00,583.76
2021-06-08 10:45:00,590.61
2021-06-08 11:00:00,577.2
2021-06-08 11:15:00,581.57
2021-06-08 11:30:00,581.57
2021-06-08 11:45:00,580.77
2021-06-08 12:00:00,582.46
2021-06-08 12:15:00,553.54
2021-06-08 12:30:00,553.54
2021-06-08 12:45:00,553.54
2021-06-08 13:00:00,558.92
2021-06-08 13:15:00,522.72
2021-06-08 13:30:00,522.72
2021-06-08 13:45:00,566.87
2021-06-08 14:00:00,615.92
2021-06-08 14:15:00,635.6
2021-06-08 14:30:00,635.6
2021-06-08 14:45:00,635.6
2021-06-08 15:00:00,635.1
2021-06-08 15:15:00,619.44
2021-06-08 15:30:00,619.44
2021-06-08 15:45:00,611.0
2021-06-08 16:00:00,617.7
2021-06-08 16:15:00,631.58
2021-06-08 16:30:00,631.58
2021-06-08 16:45:00,615.58
2021-06-08 17:00:00,618.88
2021-06-08 17:15:00,579.09
2021-06-08 17:30:00,579.09
2021-06-08 17:45:00,579.09
2021-06-08 18:00:00,555.88
2021-06-08 18:15:00,308.27
2021-06-08 18:30:00,308.27
2021-06-08 18:45:00,291.89
2021-06-08 19:00:00,291.89
2021-06-08 19:15:00,331.31
2021-06-08 19:30:00,331.31
2021-06-08 19:45:00,303.66
2021-06-08 20:00:00,298.98
2021-06-08 20:15:00,295.17
2021-06-08 20:30:00,295.17
2021-06-08 20:45:00,295.17
2021-06-08 21:00:00,0.0
2021-06-08 21:15:00,0.0
2021-06-08 21:30:00,0.0
2021-06-08 21:45:00,0.0
2021-06-08 22:00:00,0.0
2021-06-08 22:15:00,0.0
2021-06-08 22:30:00,0.0
2021-06-08 22:45:00,0.0
2021-06-08 23:00:00,0.0
2021-06-08 23:15:00,0.0
2021-06-08 23:30:00,0.0
2021-06-08 23:45:00,0.0
2021-06-09 00:00:00,0.0
2021-06-09 00:15:00,0.0
2021-06-09 00:30:00,0.0
2021-06-09 00:45:00,0.0
2021-06-09 01:00:00,0.0
2021-06-09 01:15:00,0.0
2021-06-09 01:30:00,0.0
2021-06-09 01:45:00,0.0
2021-06-09 02:00:00,0.0
2021-06-09 02:15:00,0.0
2021-06-09 02:30:00,0.0
2021-06-09 02:45:00,0.0
2021-06-09 03:00:00,0.0
2021-06-09 03:15:00,0.0
2021-06-09 03:30:00,0.0
2021-06-09 03:45:00,0.0
2021-06-09 04:00:00,0.0
2021-06-09 04:15:00,0.0
2021-06-09 04:30:00,0.0
