날짜,외기온도,외기습도
21. 6. 13 오후 5:15,17.70,100.00
21. 6. 13 오후 5:30,17.50,100.00
21. 6. 13 오후 5:45,17.30,100.00
21. 6. 13 오후 6:00,17.10,100.00
21. 6. 13 오후 6:15,17.00,100.00
21. 6. 13 오후 6:30,17.50,100.00
21. 6. 13 오후 6:45,17.70,100.00
21. 6. 13 오후 7:00,17.70,100.00
21. 6. 13 오후 7:15,17.90,100.00
21. 6. 13 오후 7:30,17.90,100.00
21. 6. 13 오후 7:45,18.10,100.00
21. 6. 13 오후 8:00,18.00,100.00
21. 6. 13 오후 8:15,17.70,100.00
21. 6. 13 오후 8:30,17.30,100.00
21. 6. 13 오후 8:45,17.00,100.00
21. 6. 13 오후 9:00,16.80,100.00
21. 6. 13 오후 9:15,16.50,100.00
21. 6. 13 오후 9:30,16.60,100.00
21. 6. 13 오후 9:45,16.40,100.00
21. 6. 13 오후 10:00,16.50,100.00
21. 6. 13 오후 10:15,16.40,100.00
21. 6. 13 오후 10:30,16.00,100.00
21. 6. 13 오후 10:45,15.80,100.00
21. 6. 13 오후 11:00,15.60,100.00
21. 6. 13 오후 11:15,15.60,100.00
21. 6. 13 오후 11:30,,100.00
21. 6. 13 오후 11:45,15.60,100.00
21. 6. 14 오전 12:00,15.60,100.00
21. 6. 14 오전 12:15,15.80,100.00
21. 6. 14 오전 12:30,15.70,100.00
21. 6. 14 오전 12:45,15.60,100.00
21. 6. 14 오전 1:00,15.60,100.00
21. 6. 14 오전 1:15,15.60,100.00
21. 6. 14 오전 1:30,,100.00
21. 6. 14 오전 1:45,15.70,100.00
21. 6. 14 오전 2:00,15.70,100.00
21. 6. 14 오전 2:15,15.80,100.00
21. 6. 14 오전 2:30,,100.00
21. 6. 14 오전 2:45,15.70,100.00
21. 6. 14 오전 3:00,15.70,100.00
21. 6. 14 오전 3:15,15.70,100.00
21. 6. 14 오전 3:30,15.60,100.00
21. 6. 14 오전 3:45,15.70,100.00
21. 6. 14 오전 4:00,15.70,100.00
21. 6. 14 오전 4:15,15.50,100.00
21. 6. 14 오전 4:30,15.40,100.00
21. 6. 14 오전 4:45,15.30,100.00
21. 6. 14 오전 5:00,15.30,100.00
21. 6. 14 오전 5:15,15.40,100.00
21. 6. 14 오전 5:30,15.30,100.00
21. 6. 14 오전 5:45,15.20,100.00
21. 6. 14 오전 6:00,15.30,100.00
21. 6. 14 오전 6:15,15.40,100.00
21. 6. 14 오전 6:30,15.40,100.00
21. 6. 14 오전 6:45,15.50,100.00
21. 6. 14 오전 7:00,15.80,100.00
21. 6. 14 오전 7:15,15.80,100.00
21. 6. 14 오전 7:30,,100.00
21. 6. 14 오전 7:45,16.00,100.00
21. 6. 14 오전 8:00,16.10,100.00
21. 6. 14 오전 8:15,,100.00
21. 6. 14 오전 8:30,16.60,100.00
21. 6. 14 오전 8:45,17.10,100.00
21. 6. 14 오전 9:00,18.20,100.00
21. 6. 14 오전 9:15,18.20,100.00
21. 6. 14 오전 9:30,20.00,100.00
21. 6. 14 오전 9:45,19.50,100.00
21. 6. 14 오전 10:00,19.10,100.00
21. 6. 14 오전 10:15,18.60,100.00
21. 6. 14 오전 10:30,18.70,100.00
21. 6. 14 오전 10:45,18.60,100.00
21. 6. 14 오전 11:00,18.40,100.00
21. 6. 14 오전 11:15,18.10,99.90
21. 6. 14 오전 11:30,18.90,100.00
21. 6. 14 오전 11:45,18.90,99.90
21. 6. 14 오후 12:00,20.30,99.90
21. 6. 14 오후 12:15,20.60,100.00
21. 6. 14 오후 12:30,20.60,100.00
21. 6. 14 오후 12:45,21.80,99.90
21. 6. 14 오후 1:00,19.60,100.00
21. 6. 14 오후 1:15,19.10,100.00
21. 6. 14 오후 1:30,19.10,100.00
21. 6. 14 오후 1:45,19.60,100.00
21. 6. 14 오후 2:00,19.80,100.00
21. 6. 14 오후 2:15,20.00,100.00
21. 6. 14 오후 2:30,20.50,100.00
21. 6. 14 오후 2:45,19.70,100.00
21. 6. 14 오후 3:00,20.20,100.00
21. 6. 14 오후 3:15,20.90,100.00
21. 6. 14 오후 3:30,21.20,100.00
21. 6. 14 오후 3:45,21.00,100.00
21. 6. 14 오후 4:00,20.50,100.00
21. 6. 14 오후 4:15,19.70,100.00
21. 6. 14 오후 4:30,19.40,100.00
21. 6. 14 오후 4:45,19.20,100.00
21. 6. 14 오후 5:00,19.00,100.00
21. 6. 14 오후 5:15,18.90,100.00
21. 6. 14 오후 5:30,18.70,100.00
21. 6. 14 오후 5:45,18.50,100.00
21. 6. 14 오후 6:00,18.70,100.00
21. 6. 14 오후 6:15,18.80,99.90
21. 6. 14 오후 6:30,19.00,100.00
21. 6. 14 오후 6:45,19.00,100.00
21. 6. 14 오후 7:00,18.90,100.00
21. 6. 14 오후 7:15,18.50,100.00
21. 6. 14 오후 7:30,18.50,100.00
21. 6. 14 오후 7:45,18.60,100.00
21. 6. 14 오후 8:00,18.30,100.00
21. 6. 14 오후 8:15,18.30,100.00
21. 6. 14 오후 8:30,18.30,100.00
21. 6. 14 오후 8:45,18.20,100.00
21. 6. 14 오후 9:00,18.10,100.00
21. 6. 14 오후 9:15,17.90,100.00
21. 6. 14 오후 9:30,18.00,100.00
21. 6. 14 오후 9:45,18.10,100.00
21. 6. 14 오후 10:00,18.30,100.00
21. 6. 14 오후 10:15,18.40,100.00
21. 6. 14 오후 10:30,18.70,100.00
21. 6. 14 오후 10:45,,99.90
21. 6. 14 오후 11:00,18.50,99.90
21. 6. 14 오후 11:15,18.60,100.00
21. 6. 14 오후 11:30,18.60,100.00
21. 6. 14 오후 11:45,18.60,100.00
21. 6. 15 오전 12:00,18.80,100.00
21. 6. 15 오전 12:15,18.90,100.00
21. 6. 15 오전 12:30,18.90,100.00
21. 6. 15 오전 12:45,18.90,100.00
21. 6. 15 오전 1:00,19.00,100.00
21. 6. 15 오전 1:15,19.10,100.00
21. 6. 15 오전 1:30,18.90,100.00
21. 6. 15 오전 1:45,18.90,100.00
21. 6. 15 오전 2:00,18.70,100.00
21. 6. 15 오전 2:15,18.80,99.90
21. 6. 15 오전 2:30,18.60,100.00
21. 6. 15 오전 2:45,18.60,100.00
21. 6. 15 오전 3:00,18.50,100.00
21. 6. 15 오전 3:15,18.50,100.00
21. 6. 15 오전 3:30,18.80,100.00
21. 6. 15 오전 3:45,18.80,100.00
21. 6. 15 오전 4:00,19.00,100.00
21. 6. 15 오전 4:15,19.20,100.00
21. 6. 15 오전 4:30,19.20,100.00
21. 6. 15 오전 4:45,19.20,100.00
21. 6. 15 오전 5:00,19.40,100.00
21. 6. 15 오전 5:15,19.30,100.00
21. 6. 15 오전 5:30,19.40,99.90
21. 6. 15 오전 5:45,19.50,100.00
21. 6. 15 오전 6:00,19.60,100.00
21. 6. 15 오전 6:15,19.80,100.00
21. 6. 15 오전 6:30,20.00,100.00
21. 6. 15 오전 6:45,20.10,99.90
21. 6. 15 오전 7:00,20.00,99.90
21. 6. 15 오전 7:15,20.00,100.00
21. 6. 15 오전 7:30,20.30,99.90
21. 6. 15 오전 7:45,20.60,100.00
21. 6. 15 오전 8:00,20.70,99.90
21. 6. 15 오전 8:15,19.10,99.90
21. 6. 15 오전 8:30,18.90,100.00
21. 6. 15 오전 8:45,19.20,100.00
21. 6. 15 오전 9:00,19.60,100.00
21. 6. 15 오전 9:15,20.20,100.00
21. 6. 15 오전 9:30,21.00,100.00
21. 6. 15 오전 9:45,21.40,100.00
21. 6. 15 오전 10:00,21.50,100.00
21. 6. 15 오전 10:15,21.50,100.00
21. 6. 15 오전 10:30,21.90,100.00
21. 6. 15 오전 10:45,22.00,99.90
21. 6. 15 오전 11:00,22.10,100.00
21. 6. 15 오전 11:15,22.20,100.00
21. 6. 15 오전 11:30,22.20,100.00
21. 6. 15 오전 11:45,22.20,100.00
21. 6. 15 오후 12:00,22.40,100.00
21. 6. 15 오후 12:15,22.60,100.00
21. 6. 15 오후 12:30,22.60,100.00
21. 6. 15 오후 12:45,22.40,99.90
21. 6. 15 오후 1:00,22.50,100.00
21. 6. 15 오후 1:15,22.30,100.00
21. 6. 15 오후 1:30,,100.00
21. 6. 15 오후 1:45,22.20,100.00
21. 6. 15 오후 2:00,,99.90
21. 6. 15 오후 2:15,22.00,99.90
21. 6. 15 오후 2:30,22.20,100.00
21. 6. 15 오후 2:45,22.40,98.30
21. 6. 15 오후 3:00,22.40,98.30
21. 6. 15 오후 3:15,22.60,89.60
21. 6. 15 오후 3:30,22.80,80.10
21. 6. 15 오후 3:45,23.00,76.90
21. 6. 15 오후 4:00,23.00,76.90
21. 6. 15 오후 4:15,23.40,73.90
21. 6. 15 오후 4:30,23.40,73.90
21. 6. 15 오후 4:45,24.00,70.80
21. 6. 15 오후 5:00,24.00,70.80
21. 6. 15 오후 5:15,24.00,68.60
21. 6. 15 오후 5:30,24.30,66.60
21. 6. 15 오후 5:45,24.50,65.90
21. 6. 15 오후 6:00,24.50,65.90
21. 6. 15 오후 6:15,24.40,69.90
21. 6. 15 오후 6:30,24.40,69.90
21. 6. 15 오후 6:45,24.40,67.10
21. 6. 15 오후 7:00,24.50,68.50
21. 6. 15 오후 7:15,24.40,68.70
21. 6. 15 오후 7:30,24.40,68.70
21. 6. 15 오후 7:45,23.90,68.60
21. 6. 15 오후 8:00,23.90,68.60
21. 6. 15 오후 8:15,23.70,69.20
21. 6. 15 오후 8:30,23.70,69.20
21. 6. 15 오후 8:45,23.30,75.50
21. 6. 15 오후 9:00,23.30,75.50
21. 6. 15 오후 9:15,23.10,76.90
21. 6. 15 오후 9:30,23.00,77.40
21. 6. 15 오후 9:45,22.90,79.10
21. 6. 15 오후 10:00,22.80,80.30
21. 6. 15 오후 10:15,22.70,81.90
21. 6. 15 오후 10:30,22.70,81.90
21. 6. 15 오후 10:45,22.60,81.00
21. 6. 15 오후 11:00,22.50,77.30
21. 6. 15 오후 11:15,22.50,75.90
21. 6. 15 오후 11:30,22.30,74.90
21. 6. 15 오후 11:45,22.10,73.10
21. 6. 16 오전 12:00,22.10,73.10
21. 6. 16 오전 12:15,21.80,70.60
21. 6. 16 오전 12:30,21.80,70.60
21. 6. 16 오전 12:45,21.70,69.80
21. 6. 16 오전 1:00,21.60,68.90
21. 6. 16 오전 1:15,21.50,67.60
21. 6. 16 오전 1:30,21.50,66.50
21. 6. 16 오전 1:45,21.30,66.80
21. 6. 16 오전 2:00,21.30,66.40
21. 6. 16 오전 2:15,21.20,65.80
21. 6. 16 오전 2:30,21.20,66.20
21. 6. 16 오전 2:45,21.10,67.20
21. 6. 16 오전 3:00,21.00,67.00
21. 6. 16 오전 3:15,21.00,67.20
21. 6. 16 오전 3:30,21.00,67.90
21. 6. 16 오전 3:45,21.00,67.70
21. 6. 16 오전 4:00,21.10,68.00
21. 6. 16 오전 4:15,21.10,68.20
21. 6. 16 오전 4:30,21.00,68.40
21. 6. 16 오전 4:45,20.90,69.00
21. 6. 16 오전 5:00,20.80,69.30
21. 6. 16 오전 5:15,,69.00
21. 6. 16 오전 5:30,20.90,69.00
21. 6. 16 오전 5:45,20.90,69.40
21. 6. 16 오전 6:00,21.20,68.30
21. 6. 16 오전 6:15,21.20,68.30
21. 6. 16 오전 6:30,22.10,64.60
21. 6. 16 오전 6:45,22.70,62.00
21. 6. 16 오전 7:00,23.20,60.40
21. 6. 16 오전 7:15,23.20,60.40
21. 6. 16 오전 7:30,23.50,58.90
21. 6. 16 오전 7:45,23.50,58.90
21. 6. 16 오전 8:00,24.50,56.60
21. 6. 16 오전 8:15,24.50,56.60
21. 6. 16 오전 8:30,24.90,53.70
21. 6. 16 오전 8:45,24.90,53.70
21. 6. 16 오전 9:00,25.30,52.00
21. 6. 16 오전 9:15,25.30,52.00
21. 6. 16 오전 9:30,25.70,50.80
21. 6. 16 오전 9:45,25.90,50.50
21. 6. 16 오전 10:00,25.70,50.40
21. 6. 16 오전 10:15,25.70,50.40
21. 6. 16 오전 10:30,26.50,48.30
21. 6. 16 오전 10:45,26.00,48.50
21. 6. 16 오전 11:00,26.60,47.10
21. 6. 16 오전 11:15,26.60,47.10
21. 6. 16 오전 11:30,26.20,47.50
21. 6. 16 오전 11:45,26.40,48.90
21. 6. 16 오후 12:00,27.50,45.50
21. 6. 16 오후 12:15,27.50,45.50
21. 6. 16 오후 12:30,27.20,46.50
21. 6. 16 오후 12:45,27.20,45.60
21. 6. 16 오후 1:00,27.10,45.30
21. 6. 16 오후 1:15,27.20,46.90
21. 6. 16 오후 1:30,27.20,46.90
21. 6. 16 오후 1:45,27.60,45.70
21. 6. 16 오후 2:00,27.80,43.60
21. 6. 16 오후 2:15,27.90,42.60
21. 6. 16 오후 2:30,27.90,42.50
21. 6. 16 오후 2:45,27.70,42.90
21. 6. 16 오후 3:00,27.60,44.20
21. 6. 16 오후 3:15,27.50,43.50
21. 6. 16 오후 3:30,27.40,44.80
21. 6. 16 오후 3:45,27.50,42.70
21. 6. 16 오후 4:00,27.50,43.00
21. 6. 16 오후 4:15,27.60,43.80
21. 6. 16 오후 4:30,27.60,42.80
21. 6. 16 오후 4:45,27.60,41.60
21. 6. 16 오후 5:00,27.90,42.70
21. 6. 16 오후 5:15,27.90,41.50
21. 6. 16 오후 5:30,27.90,43.50
21. 6. 16 오후 5:45,27.70,44.20
21. 6. 16 오후 6:00,27.30,44.70
21. 6. 16 오후 6:15,27.30,45.40
21. 6. 16 오후 6:30,27.40,45.10
21. 6. 16 오후 6:45,27.20,45.60
21. 6. 16 오후 7:00,26.80,45.80
21. 6. 16 오후 7:15,26.80,45.80
21. 6. 16 오후 7:30,26.40,47.30
21. 6. 16 오후 7:45,26.20,47.90
21. 6. 16 오후 8:00,25.80,48.90
21. 6. 16 오후 8:15,25.50,48.90
21. 6. 16 오후 8:30,,50.00
21. 6. 16 오후 8:45,25.10,50.00
21. 6. 16 오후 9:00,24.70,50.80
21. 6. 16 오후 9:15,24.50,51.50
21. 6. 16 오후 9:30,24.50,51.50
21. 6. 16 오후 9:45,24.10,52.10
21. 6. 16 오후 10:00,23.70,53.00
21. 6. 16 오후 10:15,23.60,54.00
21. 6. 16 오후 10:30,23.60,54.00
21. 6. 16 오후 10:45,23.30,54.10
21. 6. 16 오후 11:00,23.30,54.10
21. 6. 16 오후 11:15,22.90,56.50
21. 6. 16 오후 11:30,22.90,56.50
21. 6. 16 오후 11:45,22.60,58.60
21. 6. 17 오전 12:00,,58.20
21. 6. 17 오전 12:15,22.10,58.20
21. 6. 17 오전 12:30,22.10,58.20
21. 6. 17 오전 12:45,21.90,59.50
21. 6. 17 오전 1:00,21.70,59.20
21. 6. 17 오전 1:15,21.50,59.10
21. 6. 17 오전 1:30,21.50,59.10
21. 6. 17 오전 1:45,21.40,59.50
21. 6. 17 오전 2:00,21.30,60.20
21. 6. 17 오전 2:15,21.10,60.60
21. 6. 17 오전 2:30,21.10,60.60
21. 6. 17 오전 2:45,21.00,61.90
21. 6. 17 오전 3:00,21.00,61.30
21. 6. 17 오전 3:15,20.90,62.70
21. 6. 17 오전 3:30,20.90,62.70
21. 6. 17 오전 3:45,20.80,63.10
21. 6. 17 오전 4:00,20.70,62.60
21. 6. 17 오전 4:15,20.60,63.80
21. 6. 17 오전 4:30,20.50,63.60
21. 6. 17 오전 4:45,20.50,64.10
21. 6. 17 오전 5:00,20.30,64.30
21. 6. 17 오전 5:15,20.40,65.30
21. 6. 17 오전 5:30,20.20,64.60
21. 6. 17 오전 5:45,20.30,65.20
21. 6. 17 오전 6:00,20.20,65.00
21. 6. 17 오전 6:15,20.30,64.50
21. 6. 17 오전 6:30,20.30,65.10
21. 6. 17 오전 6:45,20.50,64.80
21. 6. 17 오전 7:00,20.50,64.70
21. 6. 17 오전 7:15,20.60,64.80
21. 6. 17 오전 7:30,20.70,63.60
21. 6. 17 오전 7:45,20.80,63.50
21. 6. 17 오전 8:00,20.80,63.50
21. 6. 17 오전 8:15,20.80,63.30
21. 6. 17 오전 8:30,20.80,63.30
21. 6. 17 오전 8:45,20.90,63.40
21. 6. 17 오전 9:00,20.90,63.60
21. 6. 17 오전 9:15,20.90,63.60
21. 6. 17 오전 9:30,20.80,64.90
21. 6. 17 오전 9:45,20.80,64.70
21. 6. 17 오전 10:00,20.90,66.30
21. 6. 17 오전 10:15,21.20,65.30
21. 6. 17 오전 10:30,21.30,65.10
21. 6. 17 오전 10:45,21.40,65.00
21. 6. 17 오전 11:00,21.30,65.90
21. 6. 17 오전 11:15,21.40,67.10
21. 6. 17 오전 11:30,21.50,67.00
21. 6. 17 오전 11:45,,66.60
21. 6. 17 오후 12:00,21.60,66.60
21. 6. 17 오후 12:15,21.70,67.60
21. 6. 17 오후 12:30,21.70,67.60
21. 6. 17 오후 12:45,21.70,68.80
21. 6. 17 오후 1:00,21.80,69.20
21. 6. 17 오후 1:15,21.80,68.80
21. 6. 17 오후 1:30,22.10,69.50
21. 6. 17 오후 1:45,,68.70
21. 6. 17 오후 2:00,22.20,68.70
21. 6. 17 오후 2:15,22.40,68.20
21. 6. 17 오후 2:30,22.60,68.70
21. 6. 17 오후 2:45,22.60,68.70
21. 6. 17 오후 3:00,22.40,71.10
21. 6. 17 오후 3:15,22.00,81.60
21. 6. 17 오후 3:30,21.90,84.20
21. 6. 17 오후 3:45,21.90,84.20
21. 6. 17 오후 4:00,21.80,94.30
21. 6. 17 오후 4:15,21.80,100.00
21. 6. 17 오후 4:30,21.80,99.90
21. 6. 17 오후 4:45,21.80,99.90
21. 6. 17 오후 5:00,21.70,99.90
21. 6. 17 오후 5:15,21.50,99.90
21. 6. 17 오후 5:30,21.30,100.00
21. 6. 17 오후 5:45,21.30,100.00
21. 6. 17 오후 6:00,20.70,100.00
21. 6. 17 오후 6:15,19.60,100.00
21. 6. 17 오후 6:30,19.10,100.00
21. 6. 17 오후 6:45,19.10,100.00
21. 6. 17 오후 7:00,19.30,100.00
21. 6. 17 오후 7:15,19.10,100.00
21. 6. 17 오후 7:30,18.80,100.00
21. 6. 17 오후 7:45,18.90,100.00
21. 6. 17 오후 8:00,19.10,100.00
21. 6. 17 오후 8:15,19.20,100.00
21. 6. 17 오후 8:30,19.00,100.00
21. 6. 17 오후 8:45,18.80,100.00
21. 6. 17 오후 9:00,18.80,100.00
21. 6. 17 오후 9:15,18.60,100.00
21. 6. 17 오후 9:30,18.50,100.00
21. 6. 17 오후 9:45,18.50,100.00
21. 6. 17 오후 10:00,18.50,100.00
21. 6. 17 오후 10:15,18.40,100.00
21. 6. 17 오후 10:30,18.70,100.00
21. 6. 17 오후 10:45,18.80,100.00
21. 6. 17 오후 11:00,18.60,100.00
21. 6. 17 오후 11:15,18.70,100.00
21. 6. 17 오후 11:30,18.60,100.00
21. 6. 17 오후 11:45,18.60,100.00
21. 6. 18 오전 12:00,,100.00
21. 6. 18 오전 12:15,18.30,100.00
21. 6. 18 오전 12:30,18.30,100.00
21. 6. 18 오전 12:45,18.20,100.00
21. 6. 18 오전 1:00,18.30,100.00
21. 6. 18 오전 1:15,18.30,100.00
21. 6. 18 오전 1:30,18.40,100.00
21. 6. 18 오전 1:45,18.40,100.00
21. 6. 18 오전 2:00,18.40,100.00
21. 6. 18 오전 2:15,18.40,100.00
21. 6. 18 오전 2:30,18.50,100.00
21. 6. 18 오전 2:45,18.60,100.00
21. 6. 18 오전 3:00,,100.00
21. 6. 18 오전 3:15,18.60,100.00
21. 6. 18 오전 3:30,18.50,100.00
21. 6. 18 오전 3:45,18.40,100.00
21. 6. 18 오전 4:00,18.40,100.00
21. 6. 18 오전 4:15,18.30,100.00
21. 6. 18 오전 4:30,17.80,100.00
21. 6. 18 오전 4:45,17.70,100.00
21. 6. 18 오전 5:00,17.70,100.00
21. 6. 18 오전 5:15,17.70,100.00
21. 6. 18 오전 5:30,17.70,100.00
21. 6. 18 오전 5:45,17.90,100.00
21. 6. 18 오전 6:00,17.90,100.00
21. 6. 18 오전 6:15,18.00,100.00
21. 6. 18 오전 6:30,17.90,100.00
21. 6. 18 오전 6:45,17.90,100.00
21. 6. 18 오전 7:00,17.90,100.00
21. 6. 18 오전 7:15,18.00,100.00
21. 6. 18 오전 7:30,,100.00
21. 6. 18 오전 7:45,18.10,100.00
21. 6. 18 오전 8:00,18.10,100.00
21. 6. 18 오전 8:15,18.10,100.00
21. 6. 18 오전 8:30,18.20,100.00
21. 6. 18 오전 8:45,18.40,100.00
21. 6. 18 오전 9:00,18.40,100.00
21. 6. 18 오전 9:15,18.40,100.00
21. 6. 18 오전 9:30,18.40,100.00
21. 6. 18 오전 9:45,18.50,100.00
21. 6. 18 오전 10:00,18.50,100.00
21. 6. 18 오전 10:15,18.60,100.00
21. 6. 18 오전 10:30,18.60,100.00
21. 6. 18 오전 10:45,18.40,100.00
21. 6. 18 오전 11:00,18.40,100.00
21. 6. 18 오전 11:15,18.30,100.00
21. 6. 18 오전 11:30,18.10,100.00
21. 6. 18 오전 11:45,18.30,100.00
21. 6. 18 오후 12:00,18.30,100.00
21. 6. 18 오후 12:15,18.10,100.00
21. 6. 18 오후 12:30,18.40,100.00
21. 6. 18 오후 12:45,18.70,100.00
21. 6. 18 오후 1:00,18.90,100.00
21. 6. 18 오후 1:15,18.70,100.00
21. 6. 18 오후 1:30,18.70,100.00
21. 6. 18 오후 1:45,18.80,100.00
21. 6. 18 오후 2:00,19.00,100.00
21. 6. 18 오후 2:15,18.90,100.00
21. 6. 18 오후 2:30,19.00,100.00
21. 6. 18 오후 2:45,18.70,100.00
21. 6. 18 오후 3:00,18.90,100.00
21. 6. 18 오후 3:15,19.00,100.00
21. 6. 18 오후 3:30,18.90,100.00
21. 6. 18 오후 3:45,18.60,100.00
21. 6. 18 오후 4:00,18.50,100.00
21. 6. 18 오후 4:15,18.50,100.00
21. 6. 18 오후 4:30,18.60,100.00
21. 6. 18 오후 4:45,18.80,100.00
21. 6. 18 오후 5:00,18.80,100.00
21. 6. 18 오후 5:15,19.00,100.00
21. 6. 18 오후 5:30,19.00,100.00
21. 6. 18 오후 5:45,18.90,100.00
21. 6. 18 오후 6:00,18.80,100.00
21. 6. 18 오후 6:15,,100.00
21. 6. 18 오후 6:30,18.60,100.00
21. 6. 18 오후 6:45,18.50,100.00
21. 6. 18 오후 7:00,18.40,100.00
21. 6. 18 오후 7:15,18.40,100.00
21. 6. 18 오후 7:30,18.50,100.00
21. 6. 18 오후 7:45,18.30,100.00
21. 6. 18 오후 8:00,18.20,100.00
21. 6. 18 오후 8:15,18.20,100.00
21. 6. 18 오후 8:30,18.10,100.00
21. 6. 18 오후 8:45,18.20,100.00
21. 6. 18 오후 9:00,18.00,100.00
21. 6. 18 오후 9:15,18.00,100.00
21. 6. 18 오후 9:30,17.80,100.00
21. 6. 18 오후 9:45,17.80,100.00
21. 6. 18 오후 10:00,17.90,100.00
21. 6. 18 오후 10:15,17.90,100.00
21. 6. 18 오후 10:30,17.90,100.00
21. 6. 18 오후 10:45,17.90,100.00
21. 6. 18 오후 11:00,17.90,100.00
21. 6. 18 오후 11:15,17.90,100.00
21. 6. 18 오후 11:30,17.90,100.00
21. 6. 18 오후 11:45,17.90,100.00
21. 6. 19 오전 12:00,17.90,100.00
21. 6. 19 오전 12:15,18.00,100.00
21. 6. 19 오전 12:30,18.10,100.00
21. 6. 19 오전 12:45,18.10,100.00
21. 6. 19 오전 1:00,18.20,100.00
21. 6. 19 오전 1:15,18.30,100.00
21. 6. 19 오전 1:30,18.40,100.00
21. 6. 19 오전 1:45,18.40,100.00
21. 6. 19 오전 2:00,18.40,100.00
21. 6. 19 오전 2:15,18.50,100.00
21. 6. 19 오전 2:30,18.40,100.00
21. 6. 19 오전 2:45,18.30,100.00
21. 6. 19 오전 3:00,18.40,100.00
21. 6. 19 오전 3:15,18.50,100.00
21. 6. 19 오전 3:30,18.40,100.00
21. 6. 19 오전 3:45,18.40,100.00
21. 6. 19 오전 4:00,18.20,100.00
21. 6. 19 오전 4:15,18.00,100.00
21. 6. 19 오전 4:30,17.90,100.00
21. 6. 19 오전 4:45,17.80,100.00
21. 6. 19 오전 5:00,17.90,100.00
21. 6. 19 오전 5:15,17.80,100.00
21. 6. 19 오전 5:30,,100.00
21. 6. 19 오전 5:45,17.80,100.00
21. 6. 19 오전 6:00,18.00,100.00
21. 6. 19 오전 6:15,18.10,100.00
21. 6. 19 오전 6:30,,100.00
21. 6. 19 오전 6:45,18.00,100.00
21. 6. 19 오전 7:00,18.60,100.00
21. 6. 19 오전 7:15,18.90,100.00
21. 6. 19 오전 7:30,,100.00
21. 6. 19 오전 7:45,19.90,100.00
21. 6. 19 오전 8:00,19.90,100.00
21. 6. 19 오전 8:15,20.00,100.00
21. 6. 19 오전 8:30,20.20,100.00
21. 6. 19 오전 8:45,20.70,100.00
21. 6. 19 오전 9:00,20.70,100.00
21. 6. 19 오전 9:15,20.80,100.00
21. 6. 19 오전 9:30,,100.00
21. 6. 19 오전 9:45,21.40,100.00
21. 6. 19 오전 10:00,22.10,100.00
21. 6. 19 오전 10:15,22.20,100.00
21. 6. 19 오전 10:30,22.20,100.00
21. 6. 19 오전 10:45,22.40,80.40
21. 6. 19 오전 11:00,22.40,80.40
21. 6. 19 오전 11:15,20.80,100.00
21. 6. 19 오전 11:30,20.80,100.00
21. 6. 19 오전 11:45,21.00,100.00
21. 6. 19 오후 12:00,21.50,100.00
21. 6. 19 오후 12:15,21.10,100.00
21. 6. 19 오후 12:30,21.10,100.00
21. 6. 19 오후 12:45,21.20,100.00
21. 6. 19 오후 1:00,21.20,100.00
21. 6. 19 오후 1:15,21.70,100.00
21. 6. 19 오후 1:30,21.70,100.00
21. 6. 19 오후 1:45,21.70,100.00
21. 6. 19 오후 2:00,21.90,100.00
21. 6. 19 오후 2:15,21.60,100.00
21. 6. 19 오후 2:30,21.60,100.00
21. 6. 19 오후 2:45,21.90,100.00
21. 6. 19 오후 3:00,21.60,100.00
21. 6. 19 오후 3:15,21.30,100.00
21. 6. 19 오후 3:30,21.30,100.00
21. 6. 19 오후 3:45,21.20,100.00
21. 6. 19 오후 4:00,21.10,100.00
21. 6. 19 오후 4:15,21.10,100.00
21. 6. 19 오후 4:30,21.10,100.00
21. 6. 19 오후 4:45,21.10,100.00
21. 6. 19 오후 5:00,21.00,100.00
21. 6. 19 오후 5:15,20.90,100.00
21. 6. 19 오후 5:30,20.70,100.00
21. 6. 19 오후 5:45,20.70,100.00
21. 6. 19 오후 6:00,20.60,100.00
21. 6. 19 오후 6:15,20.80,100.00
21. 6. 19 오후 6:30,20.80,100.00
21. 6. 19 오후 6:45,20.70,100.00
21. 6. 19 오후 7:00,21.10,100.00
21. 6. 19 오후 7:15,20.70,100.00
21. 6. 19 오후 7:30,20.70,100.00
21. 6. 19 오후 7:45,20.40,100.00
21. 6. 19 오후 8:00,20.20,100.00
21. 6. 19 오후 8:15,20.00,100.00
21. 6. 19 오후 8:30,19.80,100.00
21. 6. 19 오후 8:45,19.80,100.00
21. 6. 19 오후 9:00,19.70,100.00
21. 6. 19 오후 9:15,19.70,100.00
21. 6. 19 오후 9:30,19.70,100.00
21. 6. 19 오후 9:45,19.70,100.00
21. 6. 19 오후 10:00,19.40,100.00
21. 6. 19 오후 10:15,19.10,100.00
21. 6. 19 오후 10:30,19.00,100.00
21. 6. 19 오후 10:45,19.10,100.00
21. 6. 19 오후 11:00,19.00,100.00
21. 6. 19 오후 11:15,18.70,100.00
21. 6. 19 오후 11:30,18.70,100.00
21. 6. 19 오후 11:45,18.70,100.00
21. 6. 20 오전 12:00,,100.00
21. 6. 20 오전 12:15,,100.00
21. 6. 20 오전 12:30,18.50,100.00
21. 6. 20 오전 12:45,,100.00
21. 6. 20 오전 1:00,18.50,100.00
21. 6. 20 오전 1:15,18.40,100.00
21. 6. 20 오전 1:30,18.50,100.00
21. 6. 20 오전 1:45,18.50,100.00
